"29.66188,","-82.42298,",7520 W Newberry Rd. Gainesville FL 32606
"29.63028,","-82.42213,",2415 SW 75th St. Gainesville FL 32606
"29.65752,","-82.49347,",14040 W Newberry Rd. Newberry FL 32669
"29.70768,","-82.38810,",5171 NW 43rd St. Gainesville FL 32606
"29.63042,","-82.37597,",3455 SW Archer Rd. Gainesville FL 32608
"29.69765,","-82.33671,",3909 NW 13th St. Gainesville FL 32609
"29.67558,","-82.34017,",1615 NW 13th St. Gainesville FL 32609
"29.66555,","-82.30668,",1120 E University Ave Gainesville FL 32641
"29.69515,","-82.44353,",9125 NW 39th Ave Gainesville FL 32606
